tubeID,BIR_Nt,PAL_Nt,PAN_Nt,PSA_Nt,SIM_Nt,SUL_Nt,Type,Treatment,BIR_0,PAL_0,PAN_0,PSA_0,SIM_0,SUL_0,MeanEmergence,FocalSpecies,OtherSp,Temp,Parasitism,MeanGenTime,BIR_L,PAL_L,PAN_L,PSA_L,SIM_L,SUL_L,ObsGrRate,ObsCount_Pairs,Sp1_Dens,BIR,PAL,PAN,PSA,SIM,SUL,i,j,FocalSpeciesStartDens,OtherSpeciesStartDens
1548,0,0,0,1.5,0,0,Sp2,Hot Para,0,0,0,6,3,0,3.168109657347407,PSA,SIM,Hot,Para,10.168109657347408,0,0,0,0.8781039299039676,0.7156983293793404,0,0.8781039299039676,1.5,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,6,3
1555,0,0,0,0,8.5,0,Sp1,Hot Para,0,0,0,9,3,0,4.068080521258439,SIM,PSA,Hot,Para,11.06808052125844,0,0,0,0.6659388918527422,1.099826007711706,0,1.099826007711706,8.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,9
1555,0,0,0,12.5,0,0,Sp2,Hot Para,0,0,0,9,3,0,3.191986922988864,PSA,SIM,Hot,Para,10.191986922988864,0,0,0,1.0335643985997667,0.7162594000000164,0,1.0335643985997667,12.5,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,9,3
1556,0,0,0,0,6.5,0,Sp1,Hot Para,0,0,0,9,3,0,4.068080521258439,SIM,PSA,Hot,Para,11.06808052125844,0,0,0,0.6659388918527422,1.0738357440852362,0,1.0738357440852362,6.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,9
1556,0,0,0,8,0,0,Sp2,Hot Para,0,0,0,9,3,0,3.191986922988864,PSA,SIM,Hot,Para,10.191986922988864,0,0,0,0.9897156656875049,0.7162594000000164,0,0.9897156656875049,8,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,9,3
1560,0,0,0,0,27,0,Sp1,Hot Para,0,0,0,9,3,0,4.068080521258439,SIM,PSA,Hot,Para,11.06808052125844,0,0,0,0.6659388918527422,1.220002658995452,0,1.220002658995452,27,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,9
1560,0,0,0,6,0,0,Sp2,Hot Para,0,0,0,9,3,0,3.191986922988864,PSA,SIM,Hot,Para,10.191986922988864,0,0,0,0.9625580138931316,0.7162594000000164,0,0.9625580138931316,6,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,9,3
1567,0,0,0,0,7.5,0,Sp1,Hot Para,0,0,0,12,3,0,4.3830162951613,SIM,PSA,Hot,Para,11.383016295161301,0,0,0,0.6566645307847337,1.08508670776828,0,1.08508670776828,7.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,12
1567,0,0,0,16,0,0,Sp2,Hot Para,0,0,0,12,3,0,3.21586418863032,PSA,SIM,Hot,Para,10.21586418863032,0,0,0,1.0291880766382158,0.7168182846406188,0,1.0291880766382158,16,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,12,3
1568,0,0,0,0,12,0,Sp1,Hot Para,0,0,0,12,3,0,4.3830162951613,SIM,PSA,Hot,Para,11.383016295161301,0,0,0,0.6566645307847337,1.1303363651961842,0,1.1303363651961842,12,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,12
1568,0,0,0,32.5,0,0,Sp2,Hot Para,0,0,0,12,3,0,3.21586418863032,PSA,SIM,Hot,Para,10.21586418863032,0,0,0,1.1027739636846339,0.7168182846406188,0,1.1027739636846339,32.5,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,12,3
1572,0,0,0,0,14,0,Sp1,Hot Para,0,0,0,12,3,0,4.3830162951613,SIM,PSA,Hot,Para,11.383016295161301,0,0,0,0.6566645307847337,1.145628781940314,0,1.145628781940314,14,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,3,12
1572,0,0,0,12,0,0,Sp2,Hot Para,0,0,0,12,3,0,3.21586418863032,PSA,SIM,Hot,Para,10.21586418863032,0,0,0,1.0008126747104733,0.7168182846406188,0,1.0008126747104733,12,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,12,3
1579,0,0,0,0,12,0,Sp1,Hot Para,0,0,0,3,6,0,3.7531447473555763,SIM,PSA,Hot,Para,10.753144747355577,0,0,0,0.7288422767477899,1.067406320841037,0,1.067406320841037,12,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,6,3
1579,0,0,0,1,0,0,Sp2,Hot Para,0,0,0,3,6,0,3.168109657347407,PSA,SIM,Hot,Para,10.168109657347408,0,0,0,0.9060403399983631,0.6685358447129552,0,0.9060403399983631,1,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,3,6
1580,0,0,0,0,38,0,Sp1,Hot Para,0,0,0,3,6,0,3.7531447473555763,SIM,PSA,Hot,Para,10.753144747355577,0,0,0,0.7288422767477899,1.1875578820409594,0,1.1875578820409594,38,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,6,3
1580,0,0,0,10,0,0,Sp2,Hot Para,0,0,0,3,6,0,3.168109657347407,PSA,SIM,Hot,Para,10.168109657347408,0,0,0,1.126804026956373,0.6685358447129552,0,1.126804026956373,10,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,5,3,6
